station,full,reduced,season,interchanges,code,network_rail_region,local_authority
Penyffordd,9750,358,700,0,PNF,Wales and Western,Flintshire
Penzance,23656,448540,43404,4472,PNZ,Wales and Western,Cornwall
Perranwell,6896,18320,4350,0,PRW,Wales and Western,Cornwall
Perry Barr,4046,8066,18250,0,PRY,North West and Central,Birmingham
Pershore,24266,53668,10182,0,PSH,Wales and Western,Worcestershire
Perth,126456,466466,21882,56960,PTH,Scotland,Perth and Kinross
Peterborough,418702,3019420,281728,547812,PBO,Eastern,Peterborough
Petersfield,186458,467332,248870,6000,PTR,Southern,Hampshire
Petts Wood,401326,466638,182670,0,PET,Southern,Bromley
Pevensey and Westham,36802,56056,49716,0,PEV,Southern,East Sussex
Pevensey Bay,736,1164,4800,0,PEB,Southern,East Sussex
Pewsey,11260,133324,14288,0,PEW,Wales and Western,Wiltshire
Pilning,182,236,0,0,PIL,Wales and Western,South Gloucestershire
Pinhoe,30360,83520,24698,0,PIN,Wales and Western,Devon
Pitlochry,11502,72168,704,0,PIT,Scotland,Perth and Kinross
Pitsea,387434,323658,222548,162739,PSE,Eastern,Essex
Pleasington,2236,7212,184,0,PLS,North West and Central,Blackburn with Darwen
Plockton,7316,2160,0,0,PLK,Scotland,Highland
Pluckley,18196,33086,18174,0,PLC,Southern,Kent
Plumley,4870,7534,408,0,PLM,North West and Central,Cheshire East
Plumpton,15404,45650,15086,0,PMP,Southern,East Sussex
Plumstead,369400,535080,320060,0,PLU,Southern,Greenwich
Plymouth,129426,1691734,170860,75788,PLY,Wales and Western,Plymouth
Pokesdown,75252,150496,15984,0,POK,Southern,"Bournemouth, Christchurch and Poole"
Polegate,94216,443188,247690,990,PLG,Southern,East Sussex
Polesworth,132,4,0,0,PSW,North West and Central,Warwickshire
Pollokshaws East,40268,75526,34206,0,PWE,Scotland,Glasgow City
Pollokshaws West,36412,85242,12134,0,PWW,Scotland,Glasgow City
Pollokshields East,52972,131998,19796,0,PLE,Scotland,Glasgow City
Pollokshields West,19358,45872,15626,0,PLW,Scotland,Glasgow City
Polmont,113934,190268,36116,0,PMT,Scotland,Falkirk
Polsloe Bridge,37840,78020,14438,0,POL,Wales and Western,Devon
Ponders End,188710,294216,78276,0,PON,Eastern,Enfield
Pontarddulais,1018,1050,0,0,PTD,Wales and Western,Swansea
Pontefract Baghill,4618,6830,352,10,PFR,Eastern,Wakefield
Pontefract Monkhill,113898,88532,26568,3670,PFM,Eastern,Wakefield
Pontefract Tanshelf,22366,6364,1710,5,POT,Eastern,Wakefield
Pontlottyn,15596,702,4542,0,PLT,Wales and Western,Caerphilly
Pontyclun,91762,39998,23048,0,PYC,Wales and Western,Rhondda Cynon Taf
Pont-y-Pant,268,306,0,0,PYP,Wales and Western,Conwy
Pontypool and New Inn,52258,8170,17122,0,PPL,Wales and Western,Torfaen
Pontypridd,307084,15006,86652,24448,PPD,Wales and Western,Rhondda Cynon Taf
Poole,147536,472738,52480,3899,POO,Southern,"Bournemouth, Christchurch and Poole"
Poppleton,13114,34886,8868,0,POP,Eastern,York
Port Glasgow,68324,139542,51124,2259,PTG,Scotland,Inverclyde
Port Sunlight,167864,203674,118350,0,PSL,North West and Central,Wirral
Port Talbot Parkway,225274,121790,40732,0,PTA,Wales and Western,Neath Port Talbot
Portchester,79062,149170,34098,0,PTC,Southern,Hampshire
Porth,90882,4578,27118,0,POR,Wales and Western,Rhondda Cynon Taf
Porthmadog,24046,8618,6054,0,PTM,Wales and Western,Gwynedd
Portlethen,19246,17170,5064,0,PLN,Scotland,Aberdeenshire
Portslade,201158,378298,123826,0,PLD,Southern,Brighton and Hove
Portsmouth and Southsea,255796,996420,169736,16031,PMS,Southern,Portsmouth
Portsmouth Arms,486,282,0,0,PMA,Wales and Western,Devon
Portsmouth Harbour,261694,1019394,173650,41024,PMH,Southern,Portsmouth
Possilpark and Parkhouse,11394,29312,9070,0,PPK,Scotland,Glasgow City
Potters Bar,492618,707626,217126,0,PBR,Eastern,Hertfordshire
Poulton-Le-Fylde,57288,341178,26870,0,PFY,North West and Central,Lancashire
Poynton,52868,64892,13324,0,PYT,North West and Central,Cheshire East
Prees,1320,1118,924,0,PRS,Wales and Western,Shropshire
Prescot,68786,86916,54370,0,PSC,North West and Central,Knowsley
Prestatyn,137864,88874,24860,0,PRT,Wales and Western,Denbighshire
Prestbury,12756,16518,3288,0,PRB,North West and Central,Cheshire East
Preston (Lancs),455842,3484880,224410,1035977,PRE,North West and Central,Lancashire
Preston Park,211388,356716,105692,0,PRP,Southern,Brighton and Hove
Prestonpans,60534,59766,8258,0,PST,Scotland,East Lothian
Prestwick International Airport,16104,8386,1786,0,PRA,Scotland,South Ayrshire
Prestwick Town,52686,120260,12842,0,PTW,Scotland,South Ayrshire
Priesthill and Darnley,32544,57192,10338,0,PTL,Scotland,Glasgow City
Princes Risborough,176654,137922,76302,25279,PRR,North West and Central,Buckinghamshire
Prittlewell,78314,78116,71686,0,PRL,Eastern,Southend-on-Sea
Prudhoe,28238,73542,12286,0,PRU,Eastern,Northumberland
Pulborough,56048,116110,52184,0,PUL,Southern,West Sussex
Purfleet,197044,159990,87920,0,PFL,Eastern,Thurrock
Purley,577632,968022,318394,330739,PUR,Southern,Croydon
Purley Oaks,107040,148136,44182,0,PUO,Southern,Croydon
Putney,1355330,2161646,1021300,0,PUT,Southern,Wandsworth
Pwllheli,20104,13432,11672,0,PWL,Wales and Western,Gwynedd
Pye Corner,58262,1422,13426,0,PYE,Wales and Western,Newport
Pyle,39734,16476,8326,0,PYL,Wales and Western,Bridgend
Quakers Yard,25532,1202,9440,0,QYD,Wales and Western,Merthyr Tydfil
Queenborough,61732,44622,43622,0,QBR,Southern,Kent
Queens Park (Glasgow),89936,288146,30024,0,QPK,Scotland,Glasgow City
Queens Park (London),991154,2027742,359204,0,QPW,North West and Central,Brent
Queens Road (Peckham),621272,1133826,427804,0,QRP,Southern,Southwark
Queenstown Road (Battersea),316848,398798,220122,0,QRB,Southern,Wandsworth
Quintrell Downs,108,2582,114,0,QUI,Wales and Western,Cornwall
Radcliffe (Nottinghamshire),5298,4234,306,0,RDF,Eastern,Nottinghamshire
Radlett,235504,389190,98858,0,RDT,Eastern,Hertfordshire
Radley,13742,46096,10144,0,RAD,Wales and Western,Oxfordshire
Radyr,179056,10306,55284,16121,RDR,Wales and Western,Cardiff
Rainford,8776,12114,1232,0,RNF,North West and Central,St. Helens
Rainham (Essex),438624,440426,125544,0,RNM,Eastern,Havering
Rainham (Kent),281464,472954,400908,0,RAI,Southern,Medway
Rainhill,56862,58616,31636,0,RNH,North West and Central,St. Helens
Ramsgate,144260,524968,337420,60432,RAM,Southern,Kent
Ramsgreave and Wilpshire,17074,55932,23946,0,RGW,North West and Central,Lancashire
Rannoch,3696,2550,0,0,RAN,Scotland,Perth and Kinross
Rauceby,2842,112,1344,0,RAU,Eastern,Lincolnshire
Ravenglass for Eskdale,4482,24770,218,0,RAV,North West and Central,Cumbria
Ravensbourne,60960,64006,24938,0,RVB,Southern,Bromley
Ravensthorpe,14222,8286,9276,0,RVN,Eastern,Kirklees
Rawcliffe,186,32,0,0,RWC,Eastern,East Riding of Yorkshire
Rayleigh,337212,356714,333684,0,RLG,Eastern,Essex
Raynes Park,757734,1201352,461962,90070,RAY,Southern,Merton
Reading,1798028,5805400,1214640,2215513,RDG,Southern,Reading
Reading West,93352,146054,41326,9382,RDW,Wales and Western,Reading
Rectory Road,204102,348762,62718,0,REC,Eastern,Hackney
Redbridge,9954,9074,8388,867,RDB,Southern,Southampton
Redcar Central,56396,256370,30776,0,RCC,Eastern,Redcar and Cleveland
Redcar East,15340,49376,9492,0,RCE,Eastern,Redcar and Cleveland
Reddish North,56698,59780,28304,0,RDN,North West and Central,Stockport
Reddish South,76,32,0,0,RDS,North West and Central,Stockport
Redditch,201306,284708,95302,0,RDC,North West and Central,Worcestershire
Redhill,630396,1086338,336240,511941,RDH,Southern,Surrey
Redland,54532,23824,5220,0,RDA,Wales and Western,Bristol
Redruth,28482,227614,48214,0,RED,Wales and Western,Cornwall
Reedham (London),25820,31450,11946,0,RHM,Southern,Croydon
Reedham (Norfolk),9184,17400,9646,690,REE,Eastern,Norfolk
Reigate,279584,359528,253772,0,REI,Southern,Surrey
Renton,11992,19760,5826,0,RTN,Scotland,West Dunbartonshire
Retford,58814,370336,26994,64331,RET,Eastern,Nottinghamshire
Rhiwbina,27032,1380,4980,0,RHI,Wales and Western,Cardiff
Rhoose Cardiff International Airport,61228,18080,18926,0,RIA,Wales and Western,Vale of Glamorgan
Rhosneigr,5256,4120,216,0,RHO,Wales and Western,Isle of Anglesey
Rhyl,198072,174136,38948,0,RHL,Wales and Western,Denbighshire
Rhymney,39920,2356,10840,0,RHY,Wales and Western,Caerphilly
Ribblehead,2684,17348,0,0,RHD,North West and Central,North Yorkshire
Rice Lane,78498,164628,173560,0,RIL,North West and Central,Liverpool
Richmond (London),1891428,3565320,967058,779941,RMD,Southern,Richmond upon Thames
Rickmansworth,292400,428700,41908,0,RIC,North West and Central,Hertfordshire
Riddlesdown,61042,82192,32112,0,RDD,Southern,Croydon
Ridgmont,1680,5706,3218,0,RID,North West and Central,Central Bedfordshire
Riding Mill,4718,12288,2576,0,RDM,Eastern,Northumberland
Risca and Pontymister,41496,1506,12558,0,RCA,Wales and Western,Caerphilly
Rishton,8934,23074,4426,0,RIS,North West and Central,Lancashire
Robertsbridge,36322,93334,84644,0,RBR,Southern,East Sussex
Robroyston,31884,66618,9312,0,RRN,Scotland,Glasgow City
Roby,55522,62832,34940,0,ROB,North West and Central,Knowsley
Rochdale,265794,731474,160206,38027,RCD,North West and Central,Rochdale
Roche,650,3172,1190,0,ROC,Wales and Western,Cornwall
Rochester,349540,715356,393426,22799,RTR,Southern,Medway
Rochford,144488,162958,150672,0,RFD,Eastern,Essex
Rock Ferry,255574,205336,94196,0,RFY,North West and Central,Wirral
Rogart,718,274,0,0,ROG,Scotland,Highland
Rogerstone,41530,854,12858,0,ROR,Wales and Western,Newport
Rolleston,2092,440,46,0,ROL,Eastern,Nottinghamshire
Roman Bridge,166,306,0,0,RMB,Wales and Western,Conwy
Romford,1970548,3464480,851626,514426,RMF,Eastern,Havering
Romiley,80330,74394,51838,5878,RML,North West and Central,Stockport
Romsey,91656,188676,48554,0,ROM,Southern,Hampshire
Roose,20804,37354,17188,0,ROO,North West and Central,Cumbria
Rose Grove,17952,22914,11922,1566,RSG,North West and Central,Lancashire
Rose Hill Marple,31212,23564,28944,0,RSH,North West and Central,Stockport
Rosyth,31698,53024,9712,0,ROS,Scotland,Fife
Rotherham Central,154492,114992,72026,43,RMC,Eastern,Rotherham
Rotherhithe,289452,612122,130216,0,ROE,Southern,Southwark
Roughton Road,10280,8894,1782,0,RNR,Eastern,Norfolk
Rowlands Castle,18206,40362,38386,0,RLN,Southern,Hampshire
Rowley Regis,200044,275894,173540,0,ROW,North West and Central,Sandwell
Roy Bridge,1778,918,0,0,RYB,Scotland,Highland
Roydon,46866,40772,13040,0,RYN,Eastern,Essex
Royston,264156,409088,162184,9630,RYS,Eastern,Hertfordshire
Ruabon,48466,25530,3924,0,RUA,Wales and Western,Wrexham
Rufford,6202,8990,868,0,RUF,North West and Central,Lancashire
Rugby,355572,1115762,224820,63266,RUG,North West and Central,Warwickshire
Rugeley Town,40902,49958,14980,0,RGT,North West and Central,Staffordshire
Rugeley Trent Valley,32504,104392,11026,26660,RGL,North West and Central,Staffordshire
Runcorn,135870,333420,16980,17894,RUN,North West and Central,Halton
Runcorn East,83002,28160,8850,4,RUE,North West and Central,Halton
Ruskington,49226,4824,5612,0,RKT,Eastern,Lincolnshire
Ruswarp,240,2804,10,0,RUS,Eastern,North Yorkshire
Rutherglen,120608,287606,81552,0,RUT,Scotland,South Lanarkshire
Ryde Esplanade,22240,50178,14458,0,RYD,Southern,Isle of Wight
Ryde Pier Head,13974,49104,5568,39789,RYP,Southern,Isle of Wight
Ryde St Johns Road,7972,14704,16318,0,RYR,Southern,Isle of Wight
Ryder Brow,6636,6494,3346,0,RRB,North West and Central,Manchester
Rye (Sussex),64220,252264,82880,0,RYE,Southern,East Sussex
Rye House,110364,135514,37870,0,RYH,Eastern,Hertfordshire
Salford Central,202764,125244,135564,0,SFD,North West and Central,Salford
Salford Crescent,461900,353564,140272,283939,SLD,North West and Central,Salford
Salfords (Surrey),34438,38526,11130,0,SAF,Southern,Surrey
Salhouse,3132,7240,2320,0,SAH,Eastern,Norfolk
Salisbury,238290,871548,178864,136803,SAL,Southern,Wiltshire
Saltaire,191886,237362,118072,0,SAE,Eastern,Bradford
Saltash,26454,51536,39608,0,STS,Wales and Western,Cornwall
Saltburn,38812,146492,16730,0,SLB,Eastern,Redcar and Cleveland
Saltcoats,42872,121458,15146,0,SLT,Scotland,North Ayrshire
Saltmarshe,320,560,10,0,SAM,Eastern,East Riding of Yorkshire
Salwick,1392,96,332,0,SLW,North West and Central,Lancashire
Sandal and Agbrigg,72652,44502,25424,0,SNA,Eastern,Wakefield
Sandbach,67780,98056,26826,0,SDB,North West and Central,Cheshire East
Sanderstead,176306,243278,88246,0,SNR,Southern,Croydon
Sandhills,250074,427628,137586,232486,SDL,North West and Central,Liverpool
Sandhurst (Berks),23334,57836,22780,0,SND,Southern,Bracknell Forest
Sandling,12604,30454,10770,0,SDG,Southern,Kent
Sandown,12668,20048,14144,0,SAN,Southern,Isle of Wight
Sandplace,92,1224,0,0,SDP,Wales and Western,Cornwall
Sandwell and Dudley,148294,353708,103124,0,SAD,North West and Central,Sandwell
Sandwich,53610,109072,119576,0,SDW,Southern,Kent
Sandy,115354,221642,48708,0,SDY,Eastern,Central Bedfordshire
Sankey For Penketh,2502,316,112,0,SNK,North West and Central,Warrington
Sanquhar,4940,9106,384,0,SQH,Scotland,Dumfries and Galloway
Sarn,27572,840,5422,0,SRR,Wales and Western,Bridgend
Saundersfoot,3758,2278,0,0,SDF,Wales and Western,Pembrokeshire
Saunderton,29078,9754,3876,0,SDR,North West and Central,Buckinghamshire
Sawbridgeworth,104284,126510,61802,0,SAW,Eastern,Hertfordshire
Saxilby,19402,40758,8866,0,SXY,Eastern,Lincolnshire
Saxmundham,33936,98046,6714,0,SAX,Eastern,Suffolk
Scarborough,141166,652686,47142,0,SCA,Eastern,North Yorkshire
Scotscalder,80,36,0,0,SCT,Scotland,Highland
Scotstounhill,66006,138730,32998,0,SCH,Scotland,Glasgow City
Scunthorpe,63630,191568,24708,1157,SCU,Eastern,North Lincolnshire
Sea Mills,26926,6488,2994,0,SML,Wales and Western,Bristol
Seaford (Sussex),96988,270960,106434,0,SEF,Southern,East Sussex
Seaforth and Litherland,144586,422510,148544,0,SFL,North West and Central,Sefton
Seaham,23034,64724,16116,0,SEA,Eastern,County Durham
Seamer,32374,76830,14188,32493,SEM,Eastern,North Yorkshire
Seascale,9502,25966,2260,0,SSC,North West and Central,Cumbria
Seaton Carew,17526,37362,6188,0,SEC,Eastern,Hartlepool
Seer Green and Jordans,33876,17920,12970,0,SRG,North West and Central,Buckinghamshire
Selby,93136,323360,62240,19271,SBY,Eastern,North Yorkshire
Selhurst,301718,404898,236610,2067,SRS,Southern,Croydon
Sellafield,72072,11100,46510,142,SEL,North West and Central,Cumbria
Selling,19974,24020,19392,0,SEG,Southern,Kent
Selly Oak,406992,712608,470426,0,SLY,North West and Central,Birmingham
Settle,15936,101562,808,0,SET,North West and Central,North Yorkshire
Seven Kings,761966,1197562,357696,0,SVK,Eastern,Redbridge
Seven Sisters,1624036,2980024,795944,9293,SVS,Eastern,Haringey
Sevenoaks,711248,1064498,681606,247972,SEV,Southern,Kent
Severn Beach,81340,1994,97110,0,SVB,Wales and Western,South Gloucestershire
Severn Tunnel Junction,94468,11526,11258,19906,STJ,Wales and Western,Monmouthshire
Shadwell,892148,1829516,372976,0,SDE,Eastern,Tower Hamlets
Shalford (Surrey),24126,24456,5868,0,SFR,Southern,Surrey
Shanklin,22974,47748,12604,0,SHN,Southern,Isle of Wight
Shawfair,8546,18624,446,0,SFI,Scotland,Midlothian
Shawford,19602,49114,18988,0,SHW,Southern,Hampshire
Shawlands,15208,37438,4520,0,SHL,Scotland,Glasgow City
Sheerness-On-Sea,118176,133622,80600,0,SSS,Southern,Kent
Sheffield,1438190,5267630,500064,624697,SHF,Eastern,Sheffield
Shelford (Cambs),50364,60162,30314,0,SED,Eastern,Cambridgeshire
Shenfield,1149128,1199982,514810,941184,SNF,Eastern,Essex
Shenstone,30388,22184,39210,0,SEN,North West and Central,Staffordshire
Shepherd's Bush,1379290,2604220,1025052,6712,SPB,Southern,Hammersmith and Fulham
Shepherds Well,12788,19174,5796,0,SPH,Southern,Kent
Shepley,23386,17964,11008,0,SPY,Eastern,Kirklees
Shepperton,65848,88418,64890,0,SHP,Southern,Surrey
Shepreth,17964,36430,14324,0,STH,Eastern,Cambridgeshire
Sherborne,15474,107164,8132,0,SHE,Southern,Dorset
Sherburn-In-Elmet,19568,36794,14632,0,SIE,Eastern,North Yorkshire
Sheringham,57660,133910,41980,0,SHM,Eastern,Norfolk
Shettleston,97020,215288,55698,0,SLS,Scotland,Glasgow City
Shieldmuir,20298,26980,7236,0,SDM,Scotland,North Lanarkshire
Shifnal,44158,57106,13320,0,SFN,North West and Central,Shropshire
Shildon,13232,37868,5718,0,SHD,Eastern,County Durham
Shiplake,21292,16544,9524,0,SHI,Wales and Western,Oxfordshire
Shipley (Yorks),332052,463630,209124,269880,SHY,Eastern,Bradford
Shippea Hill,88,14,0,0,SPP,Eastern,Cambridgeshire
Shipton,666,1312,272,0,SIP,Wales and Western,Oxfordshire
Shirebrook,38682,21668,4394,0,SHB,Eastern,Derbyshire
Shirehampton,32498,5162,4604,0,SHH,Wales and Western,Bristol
Shireoaks,7720,16722,3836,0,SRO,Eastern,Nottinghamshire
Shirley,53670,98576,57800,0,SRL,North West and Central,Solihull
Shoeburyness,145532,149186,148074,0,SRY,Eastern,Southend-on-Sea
Sholing,24080,32440,16954,0,SHO,Southern,Southampton
Shoreditch High Street,1238708,3246388,358826,288655,SDC,Eastern,Tower Hamlets
Shoreham (Kent),12286,29672,7044,0,SEH,Southern,Kent
Shoreham-By-Sea,223024,549140,173468,0,SSE,Southern,West Sussex
Shortlands,287918,331908,141134,11101,SRT,Southern,Bromley
Shotton,106248,28442,6520,12246,SHT,North West and Central,Flintshire - Sir y Fflint
Shotts,31946,50048,8198,0,SHS,Scotland,North Lanarkshire
Shrewsbury,586220,825554,170604,115968,SHR,Wales and Western,Shropshire
Sidcup,656854,837960,284646,0,SID,Southern,Bexley
Sileby,34348,23234,14828,0,SIL,Eastern,Leicestershire
Silecroft,1798,5814,1188,0,SIC,North West and Central,Cumbria
Silkstone Common,12942,12006,3216,0,SLK,Eastern,Barnsley
Silver Street,427988,651490,187444,0,SLV,Eastern,Enfield
Silverdale,7042,27416,6802,0,SVR,North West and Central,Lancashire
Singer,68348,112550,53246,0,SIN,Scotland,West Dunbartonshire
Sittingbourne,437624,649564,572012,317111,SIT,Southern,Kent
Skegness,71362,233836,3410,0,SKG,Eastern,Lincolnshire
Skewen,18928,2128,2482,0,SKE,Wales and Western,Neath Port Talbot
Skipton,253878,494140,195868,6321,SKI,Eastern,North Yorkshire
Slade Green,212842,293282,169824,42625,SGR,Southern,Bexley
Slaithwaite,75600,82954,27452,0,SWT,Eastern,Kirklees
Slateford,16672,13148,752,0,SLA,Scotland,City of Edinburgh
Sleaford,94204,92626,37236,31840,SLR,Eastern,Lincolnshire
Sleights,524,3692,480,0,SLH,Eastern,North Yorkshire
Slough,1025978,1874188,612348,774715,SLO,Wales and Western,Slough
Small Heath,54238,37012,29792,0,SMA,North West and Central,Birmingham
Smallbrook Junction,342,4316,0,0,SAB,Southern,Isle of Wight
Smethwick Galton Bridge,173400,203916,122494,369449,SGB,North West and Central,Sandwell
Smethwick Rolfe Street,103288,113854,75328,13,SMR,North West and Central,Sandwell
Smithy Bridge,41246,58510,24118,0,SMB,North West and Central,Rochdale
Snaith,692,44,0,0,SNI,Eastern,East Riding of Yorkshire
Snodland,63426,61984,88720,0,SDA,Southern,Kent
Snowdown,3116,3262,4082,0,SWO,Southern,Kent
Soham,5072,7664,1460,0,SOJ,Eastern,Cambridgeshire
Sole Street,10382,16700,12488,0,SOR,Southern,Kent
Solihull,263338,568690,205898,17541,SOL,North West and Central,Solihull
Somerleyton,2320,5284,1092,0,SYT,Eastern,Suffolk
South Acton,178722,257152,82672,0,SAT,Eastern,Ealing
South Bank,13702,13634,2862,0,SBK,Eastern,Redcar and Cleveland
South Bermondsey,126384,219080,114306,0,SBM,Southern,Southwark
South Croydon,251996,227416,121538,0,SCY,Southern,Croydon
South Elmsall,111006,110972,29058,0,SES,Eastern,Wakefield
South Greenford,5962,6032,1468,0,SGN,Wales and Western,Ealing
South Gyle,44624,62154,14380,0,SGL,Scotland,City of Edinburgh
South Hampstead,92150,180374,66934,0,SOH,North West and Central,Camden
South Kenton,115740,239636,63930,0,SOK,North West and Central,Brent
South Merton,33086,39224,16976,0,SMO,Southern,Merton
South Milford,23086,48210,7896,0,SOM,Eastern,North Yorkshire
South Ruislip,64868,52286,11688,0,SRU,North West and Central,Hillingdon
South Tottenham,284934,460438,308914,0,STO,Eastern,Haringey
South Wigston,29996,28562,8872,0,SWS,Eastern,Leicestershire
South Woodham Ferrers,82274,70360,85332,0,SOF,Eastern,Essex
Southall,767990,1516608,471064,0,STL,Wales and Western,Ealing
Southampton Airport Parkway,163320,506798,110042,74861,SOA,Southern,Hampshire
Southampton Central,852054,3092882,349394,875019,SOU,Southern,Southampton
Southbourne,45082,71796,57688,0,SOB,Southern,West Sussex
Southbury,229302,422742,77086,0,SBU,Eastern,Enfield
Southease,8058,14472,1034,0,SEE,Southern,East Sussex
Southend Airport,51506,52424,22160,0,SIA,Eastern,Essex
Southend Central,505606,749858,526584,4940,SOC,Eastern,Southend-on-Sea
Southend East,286872,425456,298774,0,SOE,Eastern,Southend-on-Sea
Southend Victoria,312450,463392,325414,2285,SOV,Eastern,Southend-on-Sea
Southminster,23196,26294,21612,0,SMN,Eastern,Essex
Southport,391240,2281974,421182,13212,SOP,North West and Central,Sefton
Southwick,77070,140454,44180,0,SWK,Southern,West Sussex
Sowerby Bridge,120928,111458,41510,0,SOW,Eastern,Calderdale
Spalding,39816,86354,8664,0,SPA,Eastern,Lincolnshire
Spean Bridge,2710,2126,0,0,SBR,Scotland,Highland
Spital,122798,109400,65284,0,SPI,North West and Central,Wirral
Spondon,5308,432,2660,0,SPO,Eastern,Derby
Spooner Row,180,92,48,0,SPN,Eastern,Norfolk
Spring Road,32694,52512,22074,0,SRI,North West and Central,Birmingham
Springburn,66362,103890,22872,5915,SPR,Scotland,Glasgow City
Springfield,800,36,44,0,SPF,Scotland,Fife
Squires Gate,6854,15560,2668,0,SQU,North West and Central,Lancashire
St Albans Abbey,23796,26734,7798,0,SAA,North West and Central,Hertfordshire
St Albans City,1189624,2140294,546788,108860,SAC,Eastern,Hertfordshire
St Andrews Road,5188,822,1154,0,SAR,Wales and Western,Bristol
St Annes-On-The-Sea,21566,91620,5476,0,SAS,North West and Central,Lancashire
St Austell,42276,292122,50712,0,SAU,Wales and Western,Cornwall
St Bees,16198,40978,3104,0,SBS,North West and Central,Cumbria
St Budeaux Ferry Road,372,1626,446,0,SBF,Wales and Western,Plymouth
St Budeaux Victoria Road,1220,4514,782,0,SBV,Wales and Western,Plymouth
St Columb Road,418,2192,52,0,SCR,Wales and Western,Cornwall
St Denys,46440,83782,17542,31499,SDN,Southern,Southampton
St Erth,6680,371644,7386,210279,SER,Wales and Western,Cornwall
St Germans,4856,30402,18872,0,SGM,Wales and Western,Cornwall
St Helens Central,167496,241932,104400,0,SNH,North West and Central,St. Helens
St Helens Junction,48010,52310,24102,0,SHJ,North West and Central,St. Helens
St Helier (London),43852,48766,36394,0,SIH,Southern,Merton
St Ives (Cornwall),0,730242,3728,0,SIV,Wales and Western,Cornwall
St James Park (Exeter),23070,74602,8002,0,SJP,Wales and Western,Devon
St James Street (Walthamstow),295894,555482,130956,0,SJS,Eastern,Waltham Forest
St Johns (London),170878,278630,196100,0,SAJ,Southern,Lewisham
St Keyne Wishing Well Halt,610,880,10,0,SKN,Wales and Western,Cornwall
St Leonards Warrior Square,146472,421550,142668,127625,SLQ,Southern,East Sussex
St Margarets (Herts),80422,107420,44278,0,SMT,Eastern,Hertfordshire
St Margarets (London),255160,300942,94376,0,SMG,Southern,Richmond upon Thames
St Mary Cray,367230,438262,258152,0,SMY,Southern,Bromley
St Michaels,264788,329386,191642,0,STM,North West and Central,Liverpool
St Neots,189898,356578,126482,0,SNO,Eastern,Cambridgeshire
Stafford,581040,1087858,141904,212140,STA,North West and Central,Staffordshire
Staines,574968,789896,253366,175026,SNS,Southern,Surrey
Stallingborough,1620,2666,20,0,SLL,Eastern,North East Lincolnshire
Stalybridge,214808,321660,129702,82337,SYB,North West and Central,Tameside
Stamford (Lincs),113214,90388,23498,0,SMD,Eastern,Lincolnshire
Stamford Hill,131782,227066,72254,0,SMH,Eastern,Hackney
Stanford-Le-Hope,216094,165154,148126,0,SFO,Eastern,Thurrock
Stanlow and Thornton,28,16,0,0,SNT,North West and Central,Cheshire West and Chester
Stansted Airport,2301194,1049386,18162,1479,SSD,Eastern,Essex
Stansted Mountfitchet,143310,170514,92492,4785,SST,Eastern,Essex
Staplehurst,91674,225384,157052,0,SPU,Southern,Kent
Stapleton Road,90962,44200,12608,0,SRD,Wales and Western,Bristol
Starbeck,48894,89086,19478,0,SBE,Eastern,North Yorkshire
Starcross,25844,47554,17574,0,SCS,Wales and Western,Devon
Staveley (Cumbria),5202,23454,12804,0,SVL,North West and Central,Cumbria
Stechford,80020,93776,60274,0,SCF,North West and Central,Birmingham
Steeton and Silsden,134564,211762,99004,0,SON,Eastern,Bradford
Stepps,41380,78554,14724,0,SPS,Scotland,North Lanarkshire
Stevenage,1129138,1916144,339322,833455,SVG,Eastern,Hertfordshire
Stevenston,17926,39080,6398,0,STV,Scotland,North Ayrshire
Stewartby,7928,7636,61308,0,SWR,North West and Central,Central Bedfordshire
Stewarton,39308,81852,18436,0,STT,Scotland,East Ayrshire
Stirling,404742,948254,82628,288715,STG,Scotland,Stirling
Stockport,602866,1935164,248184,455573,SPT,North West and Central,Stockport
Stocksfield,8582,19306,5410,0,SKS,Eastern,Northumberland
Stocksmoor,7514,8960,3006,0,SSM,Eastern,Kirklees
Stockton,23482,47384,7296,10,STK,Eastern,Stockton-on-Tees
Stoke Mandeville,53054,45878,50720,0,SKM,North West and Central,Buckinghamshire
Stoke Newington,256376,478244,108518,0,SKW,Eastern,Hackney
Stoke-On-Trent,609480,1576810,115878,100388,SOT,North West and Central,Stoke-on-Trent
Stone (Staffs),111102,43976,16514,0,SNE,North West and Central,Staffordshire
Stone Crossing,63252,48614,61784,0,SCG,Southern,Kent
Stonebridge Park,300324,548586,154776,0,SBP,North West and Central,Brent
Stonegate,22050,50552,20462,0,SOG,Southern,East Sussex
Stonehaven,70080,190916,25180,0,STN,Scotland,Aberdeenshire
Stonehouse,8638,106218,8284,0,SHU,Wales and Western,Gloucestershire
Stoneleigh,207776,250658,73088,0,SNL,Southern,Surrey
Stourbridge Junction,196316,441810,262220,223965,SBJ,North West and Central,Dudley
Stourbridge Town,53096,106124,104328,0,SBT,North West and Central,Dudley
Stow,15594,24584,3080,0,SOI,Scotland,Scottish Borders
Stowmarket,157502,326644,131086,43795,SMK,Eastern,Suffolk
Stranraer,11140,20652,66,0,STR,Scotland,Dumfries and Galloway
Stratford (London),8045238,15158722,4978278,3184337,SRA,Eastern,Newham
Stratford International,421314,1267372,260254,0,SFA,Eastern,Newham
